publication_number,patent_citation,publication_date,assignee,title
EP1082855A1,0,0,0,None
EP1082855A1,0,0,0,See also references of WO0059233A1
EP1083212A1,0,0,0,0
EP1083224A3,0,0,0,"DANEN-VAN OORSCHOT A A A M ET AL: ""APOPTIN INDUCES APOPTOSIS IN HUMAN TRANSFORMED AND MALIGNANT CELLS BUT NOT IN NORMAL CELLS"", PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF USA,US,NATIONAL ACADEMY OF SCIENCE. WASHINGTON, vol. 94, 1 May 1997 (1997-05-01), pages 5843 - 5847, XP002052232, ISSN: 0027-8424"
EP1083224A3,0,0,0,"DATABASE EM_HUM E.B.I., Hinxton, U.K.; 19 January 2000 (2000-01-19), SAWA C ET AL: ""Homo sapiens YEAF1 mRNA for YY1 and E4TF1 associated Factor 1, complete cds"", XP002160806"
EP1083224A3,0,0,0,"DATABASE EM_HUM E.B.I., Hinxton, U.K.; 29 August 1998 (1998-08-29), WOESSNER J ET AL: ""Homo sapiens full length insert cDNA clone YI44E12"", XP002160805"
EP1083224A3,0,0,0,"DATABASE EMHUM1 E.M.B.L. Databases; 1 September 1999 (1999-09-01), ZHENG L ET AL: ""Homo sapiens death effector domain-associated factor mRNA, complete cds"", XP002160804"
EP1083224A3,0,0,0,"GARCIA E ET AL: ""RYBP, a new repressor protein that interacts with components of the mammalian Polycomb complex, and with the transcription factor YY1"", EMBO JOURNAL., vol. 18, no. 12, 15 June 1999 (1999-06-15), pages 3404 - 3418, XP002131759"
EP1083224A3,0,0,0,"KALENIK J ET AL: ""Yeast two-hybrid cloning of a novel zinc finger protein that interacts with the multifunctional transcription factor YY1"", NUCLEIC ACIDS RESEARCH., vol. 25, no. 4, 15 February 1997 (1997-02-15), pages 843 - 849, XP002160803"
EP1083224A3,0,0,0,"ZHUANG S -M ET AL: ""APOPTIN, A PROTEIN DERIVED FROM CHICKEN ANEMIA VIRUS, INDUCES P53- INDEPENDENT APOPTOSIS IN HUMAN OSTEOSARCOMA CELLS"", CANCER RESEARCH,US,AMERICAN ASSOCIATION FOR CANCER RESEARCH, BALTIMORE, MD, vol. 55, no. 3, 1 February 1995 (1995-02-01), pages 486 - 489, XP000602162, ISSN: 0008-5472"
EP1083495A1,0,0,0,"BASSIOUNI M A: ""A LOGIC FOR HANDLING TIME IN TEMPORAL DATABASES"", PROCEEDINGS OF THE ANNUAL INTERNATIONAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE. (COMPSAC),US,WASHINGTON, IEEE COMP. SOC. PRESS, vol. CONF. 12, 1988, pages 345 - 352, XP000745559"
EP1083495A1,0,0,0,"RAMEZ ELMASRI ET AL: ""A TEMPORAL MODEL AND QUERY LANGUAGE FOR ER DATABASES"", PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON DATA ENGINEERING,US,LOS ALAMITOS, IEEE. COMP. SOC. PRESS, vol. CONF. 6, 1990, pages 76 - 83, XP000279934, ISBN: 0-8186-2025-0"
EP1083495A1,0,0,0,"SNODGRASS R: ""TEMPORAL DATABASES"", COMPUTER,US,IEEE COMPUTER SOCIETY, LONG BEACH., CA, US, vol. 19, no. 9, 1 September 1986 (1986-09-01), pages 35 - 42, XP000004500, ISSN: 0018-9162"
EP1083584A1,0,0,0,0
EP1083584B1,0,0,0,0
EP1083588A1,0,0,0,"DATABASE WPI Section Ch Week 197727, Derwent World Patents Index; Class E31, AN 1977-47816Y, XP002155687"
EP1083648A3,0,0,0,0
EP1084009B1,0,0,0,0
EP1084022A1,0,0,0,See references of WO0058073A1
EP1084446A1,0,0,0,See references of WO0062121A1
EP1084520A1,0,0,0,See references of WO0060694A1
EP1084575A1,0,0,0,See references of WO0060858A1
EP1084579A1,0,0,0,See references of WO0060863A1
EP1084678A1,0,0,0,0
EP1084846A1,0,0,0,0
EP1084881A1,0,0,0,0
EP1084978A1,0,0,0,0
EP1085164A1,0,0,0,0
EP1085423A2,0,0,0,"BARBOSA M B M ET AL:  ""A CANopen I/O module: simple and efficient system integration"" INDUSTRIAL ELECTRONICS SOCIETY, 1998. IECON '98. PROCEEDINGS OF THE 24TH ANNUAL CONFERENCE OF THE IEEE AACHEN, GERMANY 31 AUG.-4 SEPT. 1998, NEW YORK, NY, USA,IEEE, US, vol. 1, 31 August 1998 (1998-08-31), pages 155-159, XP010308173 ISBN: 0-7803-4503-7"
EP1085423A2,0,0,0,"CIA:  ""CAN Implementation"" INTERNET CITATION, [Online] 1996, XP002156914 Retrieved from the Internet: URL:http://www.com-cia.com> [retrieved on 2001-01-10]"
EP1085423A2,0,0,0,"FARSI M ET AL:  ""An introduction to CANopen and CANopen communication issues"" CIA, [Online] 6 October 1997 (1997-10-06), pages 2-1, XP006506710"
EP1085423A2,0,0,0,"SIEMENS:  ""Connecting C166 and C500 Microcontrollers to CAN"" AP2900, 1 June 1997 (1997-06-01), XP002157028"
EP1085554A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1997, no. 06 30 June 1997 (1997-06-30)"
EP1085554A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1999, no. 05 31 May 1999 (1999-05-31)"
EP1085554B1,0,0,0,0
EP1085651A1,0,0,0,"""DAS DYNAS-EMPFANGSKONZEPT"", RADIO FERNSEHEN ELEKTRONIK, vol. 41, no. 2, 1 January 1992 (1992-01-01), berlin,de, pages 88 - 90, XP000288667"
EP1085673A1,0,0,0,0
EP1085705A3,0,0,0,"HUNG KHEI HUANG ET AL.: ""COLLISION AVOIDANCE TREE NETWORKS"", COMPUTER NETWORKS AND ISDN SYSTEMS, NORTH HOLLAND PUBLISHING. AMSTERDAM, NL, vol. 26, no. 6/8, 1 March 1994 (1994-03-01), pages 895 - 911, XP000434921, ISSN: 0169-7552"
EP1085719A2,0,0,0,0
EP1085720A2,0,0,0,0
EP1085722A3,0,0,0,"""SAE 81C90/91 Standalone Full CAN Controller Datasheet"", 11 April 1997 (1997-04-11), XP002403685, Retrieved from the Internet <URL:http://www.nalanda.nitc.ac.in/industry/appnotes/siemens/cdrom/siemens/can/81c90ds.pdf> [retrieved on 20061019]"
EP1085722A3,0,0,0,"CIA: ""CAN Implementation"", INTERNET CITATION, 1996, XP002156914, Retrieved from the Internet <URL:http://www.com-cia.com> [retrieved on 20010110]"
EP1085771A2,0,0,0,"""3rd Generation Partnership Project; Technical Specification Group Radio Access Network; Physical channels and mapping of transport channels onto physical channels (FDD)"" 3G TS 25.211 V3.0.0 (1999-10),  [Online] Oktober 1999 (1999-10), Seiten 1-33, XP002229272 Gefunden im Internet: <URL:www.3gpp.org> [gefunden am 2003-01-29]"
EP1085771A2,0,0,0,"""MAC PROTOCOL SPECIFICATION, TS 25.321, V3.0.0 (1999-06)"" THIRD GENERATION PARTNERSHIPPROJECT. TECHNICAL SPECIFICATION GROUP. RAN WG4 UTRA FDD: RADIO TRANSMISSION AND RECEPTION, XX, XX,  Juni 1999 (1999-06), Seiten 1-35, XP002135020"
EP1086137A1,0,0,0,See references of WO0063251A1
EP1086137B1,0,0,0,0
EP1086166A1,0,0,0,See references of WO0059990A1
EP1086400B1,0,0,0,0
EP1086429A1,0,0,0,See references of WO0063782A1
EP1086458B1,0,0,0,0
EP1086548A2,0,0,0,See references of WO0057598A2
EP1086548B1,0,0,0,0
EP1086591A1,0,0,0,See references of WO0064182A1
EP1086652A1,0,0,0,0
EP1086653B1,0,0,0,0
EP1086711A1,0,0,0,"DATABASE WPI Section Ch Week 199830, Derwent World Patents Index; Class A96, AN 1998-341093, XP002131117"
EP1086711A1,0,0,0,"DATABASE WPI Section Ch Week 199941, Derwent World Patents Index; Class A96, AN 1999-481907, XP002131116"
EP1086711A1,0,0,0,"DUPRAZ A ET AL.: ""INFLUENCE OF A CELLULOSIC ETHER CARRIER ON THE STRUCTURE OF BIPHASIC CALCIUM PHOSPHATE CERAMIC PARTICLES IN AN INJECTABLE COMPOSITE MATERIAL"", BIOMATERIALS, vol. 20, no. 7, April 1999 (1999-04-01), pages 663 - 673, XP002131115"
EP1086833B1,0,0,0,0
EP1087060A1,0,0,0,0
EP1087161A1,0,0,0,0
EP1087267A2,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 014, no. 337 (P-1079), 20 July 1990 (1990-07-20) & JP 02 115878 A (CANON INC), 27 April 1990 (1990-04-27)"
EP1087298A1,0,0,0,"INFINEON: ""The On-Chip CAN Interface"", INTERNET, XP002157161, Retrieved from the Internet <URL:http://www.infineon.com/cmc_upload/migrated_files/document_files> [retrieved on 20010112]"
EP1087298A1,0,0,0,"SIEMENS: ""Connecting C166 and C500 Microcontrollers to CAN"", INTERNET, June 1997 (1997-06-01), XP002157028, Retrieved from the Internet <URL:http://www.infineon.com/cmc_upload/migrated_files/document_files/Application_Notes/ap290002.pdf> [retrieved on 20010111]"
EP1087299A1,0,0,0,"INFINEON: ""The On-Chip CAN Interface"", INTERNET, XP002157161, Retrieved from the Internet <URL:http://www.infineon.com/cmc_upload/migrated_files/document_files> [retrieved on 20010112]"
EP1087299A1,0,0,0,"SIEMENS: ""Connecting C166 and C500 Microcontrollers to CAN"", INTERNET, June 1997 (1997-06-01), XP002157028, Retrieved from the Internet <URL:http://www.infineon.com/cmc_upload/migrated_files/document_files/Application_Notes/ap290002.pdf> [retrieved on 20010111]"
EP1087422A2,0,0,0,0
EP1087439A2,0,0,0,0
EP1087531A2,0,0,0,0
EP1088265A2,0,0,0,See references of WO0062157A3
EP1088266B1,0,0,0,0
EP1088299A2,0,0,0,See references of WO0058942A2
EP1088305B1,0,0,0,0
EP1088308A1,0,0,0,See references of WO0063908A1
EP1088321A1,0,0,0,See references of WO0063941A1
EP1088350A1,0,0,0,See references of WO0063977A1
EP1088356A1,0,0,0,See also references of WO0060683A1
EP1088397A1,0,0,0,See references of WO0065723A1
EP1088451A1,0,0,0,See references of WO0064162A1
EP1088539A1,0,0,0,0
EP1088552A1,0,0,0,"DATABASE WPI Section Ch Week 198618, Derwent World Patents Index; Class D13, AN 1986-117166, XP002134074"
EP1088552A1,0,0,0,"MATSUO N., ET AL.: ""Effects of gamma-linolenic acid and its positional isomer pinolenic acid on immune parameters of brown-norway rats."", PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS, vol. 55, no. 4, October 1996 (1996-10-01), pages 223 - 229, XP000882314"
EP1088552A1,0,0,0,"SUGANO M., ET AL.: ""Influence of korean pine (Pinus koraiensis)-seed oil containing cis-5, cis-9, cis-12-octadecatrienoic acid on polyunsaturated fatty acid metabolism, eicosanoid production and blood pressure of rats."", BRITISH JOURNAL OF NUTRITION, vol. 72, no. 5, November 1994 (1994-11-01), pages 775- - 783, XP002037388"
EP1088956A1,0,0,0,0
EP1089038A1,0,0,0,0
EP1089040A1,0,0,0,0
EP1089105B1,0,0,0,0
EP1089192A2,0,0,0,0
EP1089270B1,0,0,0,0
EP1089297B1,0,0,0,0
EP1089333A3,0,0,0,0
EP1089397A3,0,0,0,0
EP1089508B1,0,0,0,0
EP1090253A1,0,0,0,See references of WO0066948A1
EP1090355B1,0,0,0,None
EP1090390B1,0,0,0,0
EP1090393B1,0,0,0,0
EP1090428B1,0,0,0,0
EP1090440A1,0,0,0,See references of WO0064006A1
EP1090501A1,0,0,0,See references of WO0065827A1
EP1090514A2,0,0,0,See references of WO0065851A2
EP1090545A1,0,0,0,"DATABASE WPI Section PQ Week 199716, Derwent World Patents Index; Class P13, AN 1997-165908, XP002147613"
EP1090545A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1999, no. 01 29 January 1999 (1999-01-29)"
EP1090655A1,0,0,0,0
EP1090859A1,0,0,0,0
EP1090859B1,0,0,0,0
EP1090928B1,0,0,0,0
EP1090929A1,0,0,0,0
EP1091063A3,0,0,0,0
EP1091179B1,0,0,0,0
EP1091252A2,0,0,0,0
EP1091252A3,0,0,0,0
EP1091361A1,0,0,0,0
EP1091361B1,0,0,0,0
EP1091722A1,0,0,0,See references of WO0066063A1
EP1092231B1,0,0,0,0
EP1092300A1,0,0,0,See references of WO0067432A1
EP1092300B1,0,0,0,0
EP1092336A1,0,0,0,See references of WO0067534A1
EP1092525A1,0,0,0,0
EP1092548A3,0,0,0,0
EP1092803A1,0,0,0,0
EP1092808B1,0,0,0,0
EP1093022A2,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1999, no. 04, 30 April 1999 (1999-04-30) -& JP 11 016833 A (SAMSUNG ELECTRON CO LTD), 22 January 1999 (1999-01-22) -& US 6 198 982 B1 (YUN JONG-SOON ET AL) 6 March 2001 (2001-03-06)"
EP1093258A1,0,0,0,"""RFC1631: The IP Network Address Translator (NAT)"", REQUEST FOR COMMENT, May 1994 (1994-05-01), pages 1 - 8, XP002143364, Retrieved from the Internet <URL:http://www.faqs.org/rfcs/rfc1631.htm> [retrieved on 20000725]"
EP1093258A1,0,0,0,"FRANCIS P ET AL: ""FLEXIBLE ROUTING AND ADDRESSING FOR A NEXT GENERATION IP"", COMPUTER COMMUNICATIONS REVIEW,US,ASSOCIATION FOR COMPUTING MACHINERY. NEW YORK, vol. 24, no. 4, 1 October 1994 (1994-10-01), pages 116 - 125, XP000477045, ISSN: 0146-4833"
EP1093296B1,0,0,0,0
EP1093607B1,0,0,0,0
EP1093661B1,0,0,0,0
EP1093667A1,0,0,0,See references of WO0067309A1
EP1093854B1,0,0,0,0
EP1094018A1,0,0,0,0
EP1094069B1,0,0,0,0
EP1094330B1,0,0,0,0
EP1094435B1,0,0,0,0
EP1094547A3,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1996, no. 09 30 September 1996 (1996-09-30)"
EP1094631B1,0,0,0,0
EP1094924A1,0,0,0,See references of WO0073037A1
EP1094949A1,0,0,0,See references of WO0068012A1
EP1094949B1,0,0,0,0
EP1095289A1,0,0,0,See references of WO0070362A1
EP1095306A2,0,0,0,See references of WO0070393A2
EP1095397A1,0,0,0,See references of WO0067295A1
EP1095508A2,0,0,0,See references of WO0065826A2
EP1095522A1,0,0,0,See references of WO0067489A1
EP1095532A1,0,0,0,See references of WO0069203A1
EP1095540B1,0,0,0,0
EP1095544A1,0,0,0,See references of WO0069227A1
EP1095571A1,0,0,0,0
EP1095582A1,0,0,0,0
EP1095748B1,0,0,0,0
EP1095807B1,0,0,0,0
EP1096020A1,0,0,0,"FADEL, M. ET AL.: ""Production of cellulases and beta-glucosidase by new isolate of Aspergilus niger F-92."", EGYPTIAN JOURNAL OF MICROBIOLOGY, vol. 29, no. 2, 1994, pages 175 - 82, XP000906700"
EP1096020A1,0,0,0,"INST IND MICROBIOL CITRIC ACID FERMENT GROUP TIANJIN: ""STUDIES ON STRAIN SELECTION AND FERMENTATION CONDITIONS OF CITRIC-ACID FROM SWEET-POTATO POWDER"", ACTA MICROBIOLOGICA SINICA, vol. 16, no. 2, 1976, pages 166 - 170, XP002162431, ISSN: 0001-6209"
EP1096020A1,0,0,0,"LU M Y ET AL: ""Citric acid production by Aspergillus niger in solid-substrate fermentation."", BIORESOURCE TECHNOLOGY, vol. 54, no. 3, 1995, pages 235 - 239, XP000990029, ISSN: 0960-8524"
EP1096020A1,0,0,0,"SRINIVAS, M.R.S. ET AL.: ""Use of Plackett-Burman design for rapid screening of several nitrogen sources, growth/product promoters, minerals and enzyme inducers for the production of alpha-galactosidase by Aspergillus niger MRSS 234 in solid state fermentation system."", BIOPROCESS ENGINEERING, vol. 10, 1994, pages 139 - 44, XP000906746"
EP1096312B1,0,0,0,0
EP1096478A3,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1997, no. 07 31 July 1997 (1997-07-31)"
EP1096478A3,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1998, no. 12 31 October 1998 (1998-10-31)"
EP1096596A3,0,0,0,"""IMPEDANCES DICTATE BACKPLANE DESIGN"", ELECTRONIC PACKAGING AND PRODUCTION, CAHNERS PUBLISHING CO, NEWTON, MASSACHUSETTS, US, vol. 33, no. 12, 1 December 1993 (1993-12-01), pages 38 - 40, XP000418142, ISSN: 0013-4945"
EP1096596A3,0,0,0,"H.-J. BUTTERWECK: ""MODE FILTERS FOR OVERSIZED RECTANGULAR WAVEGUIDES"", IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES., vol. 16, no. 5, May 1968 (1968-05-01), IEEE INC. NEW YORK., US, pages 274 - 281, XP002206188, ISSN: 0018-9480"
EP1096596A3,0,0,0,"HUANG J ET AL: ""COMPUTER-AIDED DESIGN AND OPTIMIZATION OF NRD-GUIDE MODE SUPPRESSORS"", IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES, IEEE INC. NEW YORK, US, vol. 44, no. 6, 1 June 1996 (1996-06-01), pages 905 - 910, XP000588981, ISSN: 0018-9480"
EP1096596A3,0,0,0,"MALHERBE J A G: ""LEAKY-WAVE ANTENNA IN NONRADIATIVE DIELECTRIC WAVEGUIDE"", IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION, IEEE INC. NEW YORK, US, vol. 36, no. 9, 1 September 1988 (1988-09-01), pages 1231 - 1235, XP000000226, ISSN: 0018-926X"
EP1096596A3,0,0,0,"MARKSTEIN H W: ""ENSURING SIGNAL INTEGRITY IN CONNECTORS, CABLES AND BACKPLANES"", ELECTRONIC PACKAGING AND PRODUCTION, CAHNERS PUBLISHING CO, NEWTON, MASSACHUSETTS, US, vol. 36, no. 11, 1 October 1996 (1996-10-01), pages 61 - 69, XP000633445, ISSN: 0013-4945"
EP1096596A3,0,0,0,"STEVENS D ET AL: ""MICROWAVE CHARACTERIZATION AND MODELING OF MULTILAYERED COFIRED CERAMIC WAVEGUIDES"", INTERNATIONAL JOURNAL OF MICROCIRCUITS AND ELECTRONIC PACKAGING, INTERNATIONAL MICROELECTRONICS & PACKAGING SOCIETY, US, vol. 22, no. 1, January 1999 (1999-01-01), pages 43 - 48, XP000827215, ISSN: 1063-1674"
EP1096596A3,0,0,0,"V.V. UBALOV: ""SLOT FILTER FOR H2M,0 WAVES IN A MULTIWAVE RECTANGULAR WAVEGUIDE"", RADIO ENGINEERING AND ELECTRONIC PHYSICS., vol. 20, no. 2, February 1975 (1975-02-01), SCRIPTA PUBLISHING CO. WASHINGTON., US, pages 129 - 131, XP002206189"
EP1096775A3,0,0,0,0
EP1096827B1,0,0,0,0
EP1097263A1,0,0,0,See references of WO0063471A1
EP1097446A1,0,0,0,See references of WO0070603A1
EP1097512A2,0,0,0,See references of WO0072443A2
EP1097515A1,0,0,0,See references of WO0070768A1
EP1097552B1,0,0,0,0
EP1097569A1,0,0,0,None
EP1097569A1,0,0,0,See also references of WO0070864A1
EP1097572A1,0,0,0,See references of WO0072589A1
EP1097575A1,0,0,0,See references of WO0069172A1
EP1097611A1,0,0,0,See references of WO0070919A1
EP1097632A1,0,0,0,0
EP1097632B1,0,0,0,0
EP1097644B1,0,0,0,0
EP1097651A1,0,0,0,0
EP1097908A1,0,0,0,0
EP1098014A1,0,0,0,"HURKMANS T ET AL.: ""SURFACE AND COATINGS TECHNOLOGY"", vol. 114, 21 April 1999, ELSEVIER, article ""Influence of ion bombardment on structure and properties of unbalanced magnetron grown CrNx coatings"", pages: 52 - 59"
EP1098144B1,0,0,0,0
EP1098145A3,0,0,0,0
EP1098201A2,0,0,0,"CHAN N-H ET AL: ""An electrically-excited acoustic emission test technique for screening multilayer ceramic capacitors"" , PROCEEDINGS OF THE 38TH ELECTRONICS COMPONENTS CONFERENCE 1988 , L.A., CA, USA XP010077261 Im Teil ""Introduction""  Seite 502, linke Spalte, Zeile 34-40, Absatz 1  Im Teil ""Experimental Procedures""  Seite 502, rechte Spalte, Zeile 2-7, Absatz 1  Im Teil ""Test Results and Discussion""  Seite 503, linke Spalte, Zeile 18-27, Absatz 2   Abbildung 1  Im Teil ""Conclusions""  Seite 505, rechte Spalte, Abs{tze 1,2 - Seite 506, linke Spalte, Absatz 1   Zusammenfassung"
EP1098201A2,0,0,0,"UCHINO K ET AL: ""Destruction mechanism of multilayer ceramic actuators"" , APPLICATIONS OF FERROELECTRICS, 1992. ISAF '92., PROCEEDINGS OF THE EIGHTH IEEE INTERNATIONAL SYMPOSIUM ON GREENVILLE, SC, USA 30 AUG.-2 SEPT. 1992, NEW YORK, NY, USA,IEEE, US, PAGE(S) 195-198 XP010102776 ISBN: 0-7803-0465-9 Im Teil ""Results"" Absatz ""Variation of Acoustic Emission""  Zusammenfassung  Teil ""Introduction"" und Teil ""Experiments"""
EP1098201A2,0,0,0,"UCHINO K: ""Recent topics in ceramic actuators-to improve reliability and durability"" , APPLICATIONS OF FERROELECTRICS, 1990., IEEE 7TH INTERNATIONAL SYMPOSIUM ON URBANA-CHAMPAIGN, IL, USA 6-8 JUNE 1990, NEW YORK, NY, USA,IEEE, US, PAGE(S) 153-158 XP010052975 ISBN: 0-7803-0190-0  Zusammenfassung  Teil ""Improvement of Ceramic Materials"" Absatz ""Increase of Electrostiction Magnitude"" Teil ""Control and Systematization of Actuators"" Absatz ""Prediction of Destruction"""
EP1098225A2,0,0,0,0
EP1098226A3,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1996, no. 10 31 October 1996 (1996-10-31)"
EP1098226A3,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1997, no. 05 30 May 1997 (1997-05-30)"
EP1098285A2,0,0,0,0
EP1098464B1,0,0,0,0
EP1098498A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1995, no. 08 29 September 1995 (1995-09-29)"
EP1098498A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1998, no. 08 30 June 1998 (1998-06-30)"
EP1099080A1,0,0,0,See references of WO0071930A1
EP1099142A1,0,0,0,See references of WO0072094A1
EP1099149A1,0,0,0,See references of WO0072121A1
EP1099166B1,0,0,0,0
EP1099238B1,0,0,0,0
EP1099264A1,0,0,0,See references of WO0065674A1
EP1099294A1,0,0,0,See references of WO0070730A1
EP1099297A1,0,0,0,See also references of WO0077922A1
EP1099374A1,0,0,0,"ALFA-LAVAL: """"nonkick"" de spanbeugel voor uw veiligheid"", 15 January 1968, ALFA-LAVAL, HET LANDBOUWWERKTUIG, XP002140984"
EP1099380A1,0,0,0,0
EP1099582B1,0,0,0,0
EP1099603A1,0,0,0,0
EP1099619A2,0,0,0,0
EP1099619A3,0,0,0,0
EP1099912A1,0,0,0,0
EP1099954A2,0,0,0,0
EP1099954B1,0,0,0,0
EP1099961A3,0,0,0,0
EP1100158A2,0,0,0,0
EP1100158A3,0,0,0,0
EP1100223A1,0,0,0,0
EP1100299B1,0,0,0,0
EP1101127A1,0,0,0,See references of WO0072036A1
EP1101169A1,0,0,0,See references of WO0075796A1
EP1101194A1,0,0,0,See references of WO0075866A1
EP1101194B1,0,0,0,0
EP1101221A1,0,0,0,See references of WO0075921A1
EP1101236A1,0,0,0,See references of WO0074099A1
EP1101274A1,0,0,0,See references of WO0072434A1
EP1101275A1,0,0,0,See references of WO0074221A1
EP1101275B1,0,0,0,0
EP1101291A1,0,0,0,See references of WO0074257A1
EP1101292A1,0,0,0,See references of WO0074260A1
EP1101301A1,0,0,0,See references of WO0072481A1
EP1101317A2,0,0,0,See references of WO0074297A2
EP1101317B1,0,0,0,0
EP1101358A1,0,0,0,See references of WO0074386A1
EP1101360A1,0,0,0,See references of WO0074388A1
EP1101407A1,0,0,0,"D. PERRY: ""Manufacture of low fat mozzarella cheese using exopolysaccharide-producing starter cultures"", JOURNAL OF DAIRY SCIENCE, vol. 81, no. 2, 1998, CHAPAIGN, ILLINOIS US, pages 563 - 566, XP000740336"
EP1101407A1,0,0,0,"HASSAN A N ET AL: ""Modification of microstructure and texture of rennet curd by using a capsule-forming non-ropy lactic culture."", JOURNAL OF DAIRY RESEARCH 1997 CORRESPONDENCE (REPRINT) ADDRESS, J. F. FRANK, CENT. FOR FOOD SAFETY & QUALITY ENHANCEMENT, DEP. OF FOOD SCI. & TECH., UNIV. OF GEORGIA, ATHENS, GA 30602-7610, U, vol. 64, no. 1, pages 115 - 121, XP000925734"
EP1101407A1,0,0,0,"LOW D ET AL: ""Role of Streptococcus thermophilus MR-1C capsular exopolysaccharide in cheese moisture retention."", APPLIED AND ENVIRONMENTAL MICROBIOLOGY 1998 CORRESPONDENCE (REPRINT) ADDRESS, J. R. BROADBENT, DEP. OF NUTR. & FOOD SCI., UTAH STATE UNIV. COLL. OF AGRIC., LOGAN, UT 84322-8700, USA. TEL. (435, vol. 64, no. 6, pages 2147 - 2151, XP000925639"
EP1101407A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 013, no. 137 (C - 582) 5 April 1989 (1989-04-05)"
EP1101407A1,0,0,0,"PERRY D B ET AL: ""Effect of exopolysaccharide-producing cultures on moisture retention in low fat Mozzarella cheese."", JOURNAL OF DAIRY SCIENCE 1997 W. DAIRY CENT., UTAH STATE UNIV., LOGAN, UT 84322-8700, USA, vol. 80, no. 5, pages 799 - 805, XP000657588"
EP1101407A1,0,0,0,"T. TOBA: ""Capsular polysaccharide of slime-forming Lactococcus lactis ssp. cremoris LAPT3001 isolated from Swedish fermented milk ""langfil"""", INTERNATIONAL JOURNAL OF FOOD MICROBIOLY, vol. 12, no. 2, 1991, pages 167 - 172, XP000929545"
EP1101408A1,0,0,0,0
EP1101410A3,0,0,0,0
EP1101414B1,0,0,0,0
EP1101575A1,0,0,0,0
EP1101611A1,0,0,0,0
EP1101617B1,0,0,0,0
EP1101618B1,0,0,0,0
EP1101733A1,0,0,0,"DATABASE WPI Section Ch Week 198406, Derwent World Patents Index; Class E36, AN 1984-034907, XP002134528"
EP1101733B1,0,0,0,0
EP1101745A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 12, no. 128 20 April 1988 (1988-04-20)"
EP1101745A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 16, no. 20 20 January 1992 (1992-01-20)"
EP1101745A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 1996, no. 8 30 August 1996 (1996-08-30)"
EP1101745A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 7, no. 205 9 September 1983 (1983-09-09)"
EP1101745B1,0,0,0,0
EP1101872A2,0,0,0,0
EP1102039A1,0,0,0,0
EP1102207A2,0,0,0,0
EP1102207A3,0,0,0,0
EP1102302A1,0,0,0,0
EP1102773A1,0,0,0,See references of WO0075147A1
EP1103005A1,0,0,0,See references of WO0075689A1
EP1103064B1,0,0,0,0
EP1103083A1,0,0,0,See also references of WO0076022A1
EP1103084A1,0,0,0,See also references of WO0076024A1
EP1103119A1,0,0,0,See references of WO0076141A1
EP1103289A1,0,0,0,0
EP1103550B1,0,0,0,0
EP1103679A2,0,0,0,0
EP1103679A3,0,0,0,0
EP1103728B1,0,0,0,0
EP1103764B1,0,0,0,0
EP1103765A3,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 016, no. 410 (M - 1302) 28 August 1992 (1992-08-28)"
EP1103766A2,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 012, no. 343 (M-741), 14. September 1988 (1988-09-14) & JP 63 101620 A (HITACHI HEATING APPLIANCE CO LTD), 6. Mai 1988 (1988-05-06)"
EP1103766A2,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 012, no. 419 (M-760), 8. November 1988 (1988-11-08) & JP 63 156923 A (YAMATAKE HONEYWELL CO LTD), 30. Juni 1988 (1988-06-30)"
EP1103830B1,0,0,0,0
EP1104012A1,0,0,0,0
EP1104104A2,0,0,0,"""LMX2335/LMX2336/LMX2337 PLLatinum Dual Frequency Synthesizer for RF Personal Communications"" NATIONAL SEMICONDUCTOR, [en ligne] pages 1-18, XP002142640 Extrait de l'Internet: <URL:http://www.national.com/ds/LM/LMX2335 .pdf> [extrait le 2000-07-14]"
